awb,source,target,peso,pesotaxavel
047-05863303,LIS,RAI,141,"231,53"
221-03906280,LIS,FNC,16,"16,22"
221-03906291,LIS,FNC,20,"31,67"
221-03906302,LIS,PDL,"15,5","15,5"
331-84757374,LIS,TER,"1,2","1,33"
047-05863325,LIS,MPM,9,9
118-11423952,LIS,LAD,952,952
047-05863336,LIS,VXE,640700,640700
221-03906313,LIS,FNC,"13,5","13,5"
331-84757385,LIS,PDL,50,50
331-84757396,LIS,TER,50,50
047-05863340,LIS,MPM,860,860
221-03906324,LIS,FNC,16,"26,67"
221-03906335,LIS,PDL,12,"14,67"
331-84757400,LIS,PIX,"1,5","3,33"
331-84757411,LIS,PDL,50,50
047-05863351,LIS,MPM,116,116
047-05863362,LIS,MPM,114,"133,99"
221-03906346,LIS,FNC,6,6
331-84757422,LIS,PDL,3,3
331-84757433,LIS,HOR,4,4
221-03906350,LIS,FNC,7,"2166,67"
221-03906361,LIS,PDL,"0,5","6,67"
331-84757444,LIS,SJZ,,
057-00424900,LIS,SSG,"0,2","1,39"
047-05863373,LIS,MPM,16,16
047-05863384,LIS,MPM,2,2
047-05863395,LIS,MPM,35,"45,75"
047-05863406,LIS,MPM,84,84
221-03906372,LIS,FNC,"33,5","33,5"
331-84757455,LIS,PDL,53,53
331-84757466,LIS,TER,32,32
057-00424911,LIS,SSG,32,"48,96"
331-84757470,LIS,PDL,"14,5","14,5"
221-03906383,LIS,FNC,4,"9,78"
047-05863410,LIS,DFW,69,"251,2"
118-11423963,LIS,LAD,7,10
221-03906394,LIS,FNC,5,5
221-03906405,LIS,FNC,"1,5","1,5"
047-05863421,LIS,MPM,37,"97,5"
221-03906416,LIS,FNC,624,624
118-11424000,LIS,LAD,125,125
047-05863443,LIS,FNC,31,31
047-05863454,LIS,PDL,32,32
331-84757481,LIS,TER,"17,5","17,5"
331-84757492,LIS,PIX,"1,5","1,88"
331-84757503,LIS,SMA,"1,5","1,88"
331-84757514,LIS,HOR,"9,5","9,5"
047-05863465,LIS,MPM,42,42
331-84757525,LIS,HOR,"4,5","5,67"
331-84757536,LIS,TER,"2,12","2,83"
047-05863476,LIS,GRU,694,694
118-11475225,LIS,LAD,614,614
118-11475236,LIS,LAD,"22,5","22,5"
047-05863480,LIS,RAI,60,"69,59"
057-00424922,LIS,SSG,70,"175,88"
047-09506571,GRU,MPM,"96,6","96,6"
118-11475240,LIS,LAD,670,670
176-60968342,LIS,HKG,365,365
172-44946565,ICN,LIS,334,334
221-03906420,LIS,FNC,"26,5","26,5"
331-84757540,LIS,PDL,"56,5","56,5"
331-84757551,LIS,TER,9,9
331-84757562,LIS,SMA,5,5
331-84757573,LIS,GRW,1,"1,88"
118-11475251,LIS,LAD,782,782
235-78363246,LIS,NKC,22,22
118-11475262,LIS,CBT,21,21
047-05863491,LIS,MPM,29,29
221-03906431,LIS,FNC,20,20
047-05863513,LIS,MPM,7,"9,07"
047-05863524,LIS,MPM,20,"29,15"
047-05863535,LIS,MPM,39,"81,6"
057-00424933,LIS,SSG,40,88
221-03906442,LIS,FNC,"3,6","8,33"
047-05863546,LIS,MPM,245,245
176-60968364,LIS,HKG,297,"919,72"
176-60968375,LIS,HKG,189,"273,18"
221-03906453,LIS,FNC,10,"15,45"
118-11347851,LIS,LAD,706,706
118-11347840,LIS,LAD,396,396
118-11347836,LIS,LAD,2867,2867
615-05486456,LIS,MAN,118,118
118-11347873,LIS,LAD,2196,2196
118-11347884,LIS,LAD,489,489
047-05860960,LIS,MPM,696,696
157-29768966,LIS,MAA,65,100
118-11347895,LIS,LAD,456,456
125-91080345,LIS,JNB,496,496
047-05861085,LIS,LAD,1395,1395
118-11347943,LIS,LAD,1035,1035
118-11347965,LIS,LAD,500,500
047-05861096,LIS,VXE,5,"8,8"
125-91080356,LIS,JFK,26,"36,83"
047-05861133,LIS,RAI,30,30
047-05861144,LIS,LAD,1754,1754
047-05861155,LIS,RAI,112,"119,5"
047-05861214,LIS,LAD,192,192
235-78363084,LIS,ATL,1340,"3488,54"
157-20331953,LIS,MFM,143,224
118-11347932,LIS,LAD,1182,1182
235-78363095,LIS,ATL,2788,"2816,54"
047-05861251,LIS,LAD,842,842
118-11347980,LIS,LAD,505,505
047-05861262,LIS,RAI,8,8
118-11347991,LIS,LAD,1048,1048
047-05861284,LIS,LAD,4215,5152
047-05861306,LIS,LAD,225,"240,8"
047-05861332,LIS,LAD,144,"158,4"
047-05861343,LIS,LAD,3460,3460
047-05861354,LIS,MPM,129,129
047-05861376,LIS,RAI,192,192
118-11348002,LIS,LAD,97,"120,34"
118-11348013,LIS,LAD,548,548
118-11348024,LIS,LAD,1048,1048
118-11348035,LIS,LAD,390,390
118-11348046,LIS,LAD,145,145
118-11348061,LIS,LAD,4050,4050
125-91961962,LIS,NBO,30,"43,31"
118-11348072,LIS,LAD,100,100
118-11348094,LIS,LAD,1288,1288
047-05861450,LIS,RAI,69,"78,56"
118-11348105,LIS,LAD,479,479
118-11413511,LIS,LAD,782,782
118-11413522,LIS,LAD,4340,4340
047-05861516,OPO,MPM,3360,3360
047-05861531,LIS,RAI,40,40
047-05861553,LIS,VXE,13,13
118-11413533,LIS,LAD,3850,4032
125-91961973,LIS,LHR,71,71
118-11413544,LIS,LAD,506,506
047-05861645,LIS,RAI,5,5
118-11413555,LIS,LAD,87,87
118-11413566,LIS,LAD,245,245
125-91961984,LIS,LHR,460,460
047-05861660,LIS,RAI,23,23
047-05861671,LIS,MPM,421,421
047-05861682,LIS,RAI,31,31
118-11413581,LIS,LAD,6,6
118-11413592,LIS,LAD,494,494
118-11413603,LIS,LAD,2142,"3037,97"
047-05861693,LIS,VXE,5,5
118-11413614,LIS,LAD,49,49
047-05861715,LIS,MPM,65,65
118-11413625,LIS,LAD,43,43
235-78363121,LIS,TPE,262,262
125-91961995,LIS,DXB,171,304
047-05861730,LIS,RAI,86,86
118-11413636,LIS,LAD,392,392
125-91962006,LIS,JNB,496,496
118-11413662,LIS,LAD,2255,"3643,33"
118-11413673,LIS,LAD,1489,1747
118-11413684,LIS,LAD,466,466
047-05861844,LIS,VXE,12,12
118-11413721,LIS,LAD,135,135
235-78363143,LIS,MLA,4,"5,77"
118-11413743,LIS,LAD,1142,1142
047-05861866,LIS,RAI,28,28
118-11413754,LIS,LAD,220,220
047-05861892,LIS,RAI,22,22
125-91962010,LIS,MAN,28,28
047-05861903,LIS,VXE,1,"1,87"
125-91962021,LIS,YUL,294,294
047-05861925,LIS,RAI,82,82
157-11643925,LIS,HKG,462,1280
118-11413780,LIS,LAD,519,519
157-11644010,LIS,DOH,418,418
118-11413791,LIS,LAD,411,411
047-05861940,LIS,RAI,29,29
118-11413802,LIS,LAD,1527,1527
047-05861951,LIS,VXE,105,105
047-05861962,LIS,SID,214,214
125-91962032,LIS,JNB,320,320
125-91962043,LIS,DTW,320,320
047-05861995,LIS,MPM,570,570
047-05862010,LIS,MPM,7,"15,41"
118-11413824,LIS,LAD,80,80
118-11413846,LIS,LAD,74,74
047-05862032,LIS,RAI,165,"239,65"
118-11413850,LIS,LAD,40,40
125-91962054,LIS,IAD,110,110
176-16453441,LIS,MFM,"5,5",48
020-98338203,LIS,CLE,3,"5,81"
118-11413861,LIS,LAD,887,887
047-05862102,LIS,RAI,68,68
235-78363154,LIS,ATL,950,"1517,33"
047-05862124,LIS,RAI,40,"48,75"
118-11413883,LIS,LAD,252,252
118-11413894,LIS,LAD,376,376
235-78363165,LIS,SIN,25,"27,63"
047-05862161,LIS,SID,2,2
075-46456491,LIS,EZE,176,176
118-11413916,LIS,LAD,2370,2370
047-05862183,LIS,RAI,16,16
118-11413920,LIS,LAD,388,388
118-11413986,LIS,LAD,58,58
118-11413964,LIS,LAD,141,"164,26"
235-78363176,LIS,KUL,58,58
047-05862242,LIS,VXE,"0,5","0,6"
047-05862275,LIS,MPM,3577,3577
047-05862286,LIS,YUL,7610,7610
047-05862301,LIS,RAI,12,12
118-11423510,LIS,LAD,138,176
118-11423532,LIS,LAD,1702,1702
118-11423543,LIS,LAD,107,"126,98"
235-78363213,LIS,KUL,64,"77,28"
118-11423565,LIS,LAD,346,346
615-05486460,LIS,GDL,256,"344,88"
118-11423591,LIS,LAD,185,203
118-11423624,LIS,LAD,10,10
118-11423635,LIS,LAD,202,202
047-05862566,LIS,RAI,1,1
125-91962065,LIS,MIA,255,255
047-05862570,LIS,MPM,215,215
047-05862636,LIS,RAI,20,20
235-78363224,LIS,TPE,91,"428,8"
118-11423683,LIS,LAD,3959,3959
118-11423694,LIS,LAD,376,"657,6"
118-11423705,LIS,LAD,134,134
047-05862662,LIS,VXE,40,40
047-05862706,LIS,MIA,230,230
118-11423720,LIS,LAD,210,256
118-11423764,LIS,LAD,650,"814,4"
047-05862813,LIS,RAI,25,"42,17"
125-91962076,LIS,ATH,150,150
047-05862835,LIS,RAI,50,50
020-98338214,LIS,YYZ,1843,1843
118-11423790,LIS,LAD,1690,1690
118-11423812,LIS,LAD,6000,6000
118-11423823,LIS,LAD,348,348
047-05862894,LIS,RAI,141,"231,53"
047-05862905,LIS,RAI,141,"231,53"
047-05862931,LIS,RAI,10,"20,45"
047-05862953,LIS,MPM,27,27
047-05863001,LIS,RAI,25,"28,91"
118-11423845,LIS,LAD,3,6
047-05863023,LIS,MPM,31,"43,32"
047-05863034,LIS,RAI,1,1
118-11423856,LIS,LAD,155,256
047-05863093,LIS,RAI,3,3
118-11423871,LIS,LAD,5035,5035
047-05863141,LIS,FNC,50,60
047-05863152,LIS,RAI,122,122
331-82758255,LIS,PDL,16,16
331-82762024,LIS,PIX,1,"1,88"
331-83007061,LIS,SJZ,1,"1,88"
047-05863163,LIS,MPM,195,"304,33"
047-05863174,LIS,RAI,54,"75,67"
047-05863200,LIS,RAI,2,"13,67"
118-11423893,LIS,LAD,51,51
047-05863196,LIS,RAI,24,24
118-11423926,LIS,LAD,1490,1490
118-11423930,LIS,LAD,975,975
118-11423941,LIS,LAD,900,1536
047-05863314,LIS,ORD,227,227
020-94630572,LIS,TLV,324,324
125-91962080,LIS,IAH,60,60
118-11423974,LIS,LAD,77,80
118-11423985,LIS,LAD,1649,1649
118-11423996,LIS,LAD,,
047-05863432,LIS,RAI,2,2
118-11475214,LIS,LAD,900,1536
118-11475273,LIS,LAD,487,487
047-05863502,LIS,AMS,11,"20,96"
118-11475284,LIS,LAD,3793,3793
17627516381,MAA,LIS,325,"353,334"
125-68783901,DEL,LIS,53,53
176-28504232,HKG,LIS,401,401
331-89646060,PDL,LIS,11,11
331-89646082,PDL,LIS,"9,5","9,5"
880-36064895,PVG,LIS,408,408
047-06832302,VXE,LIS,,35
057-94756023,JFK,LIS,121,121
157-10121753,MEL,LIS,,354
615-76425440,DFW,LIS,145,145
047-07265650,CLE,LIS,,110
047-04182592,ORD,LIS,,
235-15139246,CAN,LIS,,570
331-98723144,FLW,LIS,15,15
020-56591732,PVG,LIS,1504,1905
047-78928135,JFK,LIS,,"174,393"
176-27288310,HKG,LIS,362,362
176-29818084,CAN,LIS,27,"38,334"
880-35993694,SHA,LIS,3977,3977
172-44799834,XMN,LIS,90,"143,334"
047-66965732,CDG,LIS,6,6
047-07753196,MPM,LIS,"3,4","3,4"
880-35993716,SZX,LIS,,788
176-29134442,PVG,LIS,54,54
403-14535242,SHA,LIS,4339,4339
047-07753233,MPM,LIS,,"9,6"
047-05461396,FCO,LIS,,"23,87"
020-82032296,ORD,LIS,17,17
047-07753200,MPM,LIS,,"18,4"
331-89679446,SMA,LIS,27,27
331-82052552,TER,LIS,"1,8","1,8"
331-82052563,TER,LIS,"6,8","6,8"
074-41164454,ORD,LIS,10,10
020-31092821,HYD,LIS,140,140
176-25952076,AMD,LIS,28,28
176-27283465,HKG,LIS,1109,1109
580-26859232,CGO,LIS,2977,3645
047-06832696,RAI,LIS,,10
331-89657584,HOR,LIS,5,5
331-89646163,PDL,LIS,11,11
772881984788,BKK,LIS,55,55
047-07265661,LSE,LAD,50,"61,667"
047-06832755,RAI,LIS,,10
047-07753325,MPM,LIS,2,2
047-06671442,LAD,LIS,185,185
047-07265694,MEM,LIS,260,261
176-27476256,HKG,LIS,420,420
331-98708901,PIX,LIS,55,55
020-45858164,BOM,LIS,"72,1","72,1"
057-83718283,STO,LIS,26,26
000-07692521,GRU,LIS,"28,7",45
898-80136254,SHA,LIS,1798,1798
331-89646185,PDL,LIS,"14,5","14,5"
331-82052600,TER,LIS,"1,4","1,4"
047-06733160,FNC,LIS,20,20
724-07075110,DEL,LIS,55,55
020-30653184,SHA,LIS,312,312
580-26859626,SGH,LIS,1505,1905
047-09496911,MPM,LIS,155,155
331-98723435,FLW,LIS,29,29
047-07543793,MUC,LIS,70,85
615-32030972,CDG,LIS,4,4
057-85086606,LAX,LIS,382,"501,667"
235-53773790,DFW,LIS,118,121
331-82052526,TER,LIS,"7,6","7,6"
047-07721700,TER,LIS,"8,2","8,2"
047-07721652,TER,LIS,"0,6","0,6"
020-30750635,SHA,LIS,"78,8","78,8"
057-95821051,PVG,LIS,479,479
074-38690046,SHA,LIS,254,254
331-89657831,HOR,LIS,"4,5","4,5"
331-98709380,PIX,LIS,"2,9","2,9"
615-01306395,TLV,LIS,,264
331-98709391,PIX,LIS,"19,9","19,9"
176-29599286,SIN,LIS,,"24,319"
898-80136313,PVG,LIS,4022,"4013,334"
047-06833120,RAI,LIS,,5
047-04182426,ORD,LIS,,"65,504"
047-05055083,MXP,LIS,31,31
047-06833282,VXE,LIS,,"5,301"
047-07721873,TER,LIS,"40,2","40,2"
125-93023976,LHR,LIS,,"24,44"
331-98709693,PIX,LIS,15,15
047-06833374,RAI,LIS,,"1,581"
2012471742,MAN,LIS,90,90
074-43487393,PVG,LIS,257,257
047-07265705,CLE,LIS,63,75
057-83718316,STO,LIS,26,26
047-06833363,RAI,LIS,,106
047-09497353,RAI,LIS,,"23,467"
615-32526491,CDG,LIS,4,4
172-47787471,SZX,LIS,,216
047-07817375,MSP,LIS,,171
176-28088572,BOM,LIS,,"29,5"
898-80137131,NBG,LIS,51,"93,334"
176-28088384,BOM,LIS,"28,18","28,18"
615-76425462,DFW,LIS,130,"188,334"
172-03285391,SEA,LIS,90,90
176-60266695,PVG,LIS,44,"68,667"
047-06522412,PVG,LIS,530,"666,667"
125-93024164,MAN,LIS,,"38,383"
773629128999,SAO,LIS,10,10
176-28989542,MEL,LIS,,110
773519724676,GRU,LIS,,"1,035"
020-95549241,PEK,LIS,103,103
118-11387622,LAD,LIS,26,26
047-06653242,BRU,LIS,110,110
125-92217370,DEL,LIS,88,88
176-63154066,BOM,LIS,"28,27","28,27"
057-83718320,STO,LIS,,26
898-80137621,PVG,LIS,227,"436,667"
047-04182533,CL5,LIS,130,268
615-10975252,LAX,LIS,,"66,044"
235-16794923,SZX,LIS,85,"100,167"
020-48076700,PEK,LIS,55,55
047-04998081,CDG,LIS,45,45
047-03286113,EWR,LIS,148,148
057-95822650,PVG,LIS,100,100
020-30805202,PVG,LIS,601,601
047-07828844,BOS,LIS,9,9
020-30796323,SHA,LIS,28,28
047-05461411,MXP,LIS,,29
176-68267511,HKG,LIS,391,391
172-48152521,PVG,LIS,3110,"3808,334"
235-16893192,PVG,LIS,100,"103,334"
235-21354690,TPE,LIS,123,123
172-46437204,XAM,LIS,447,605
047-09577050,VXE,LIS,,"10,667"
235-16418846,HYD,LIS,"33,18","33,18"
235-18531881,GGZ,LIS,121,121
176-66445116,HKG,LIS,61,61
331-89845980,PDL,LIS,,1
172-47365592,BKK,LIS,"396,9","396,9"
176-66467030,SZX,LIS,41,50
172-48217794,PVG,LIS,116,116
020-31214912,PEK,LIS,273,273
125-93330064,LHR,LIS,23,23
615-32971934,MIA,LIS,,"74,8"
047-06673170,LAD,LIS,,3
047-0493,MIA,LIS,,"90,7"
615-03032514,CDG,LIS,5,5
047-09412056,STO,LIS,33,33
403-15248855,PVG,LIS,711,711
047-04939616,ORD,LIS,,1515
176-67842762,PVG,LIS,29,29
176-64420053,BOM,LIS,"12,65","12,65"
047-06512984,LHR,LIS,,"46,3"
047-06733591,FNC,LIS,50,50
057-99784856,JFK,LIS,185,185
057-92803255,ORD,LIS,"1349,44","1349,44"
074-41952245,CPT,LIS,,"209,264"
074-45874511,HGH,LIS,57,57
047-07853414,CDG,LIS,63,63
057-91871334,ICN,LIS,369,386
020-94154793,DFW,LIS,168,168
020-14579821,SHA,LIS,126,126
020-33248154,ORD,LIS,"2764,65","2764,65"
047-06733215,FNC,LIS,20,20
047-06733322,FNC,LIS,"0,5","1,58"
047-06733366,FNC,LIS,29,29
221-03759604,FNC,LIS,8,8
047-06733495,FNC,LIS,152,152
221-03759615,FNC,LIS,51,"63,02"
221-03759630,FNC,LIS,146,146
221-03759626,FNC,LIS,291,"320,87"
057-94392325,GRU,LIS,"54,1","66,667"
074-42664775,YYZ,LIS,,"174,427"
047-06832604,VXE,LIS,,"2,352"
047-06671350,LAD,LIS,25,25
047-05461400,FCO,LIS,"78,41","78,41"
074-43220391,SHA,LIS,726,726
074-43220380,SHA,LIS,433,433
057-95042931,PVG,LIS,906,906
020-88544116,MIA,LIS,1,1
047-06671593,LAD,LIS,15,15
057-93942634,PVG,LIS,3848,3848
118,,LIS,,
074-42269124,PVG,LIS,146,146
125,LIS,MAN,,
176-27516543,MAA,LIS,98,98
074-43922395,PVG,LIS,1001,1001
47,,LIS,,
898-80136921,SZX,LIS,148,"173,334"
176-63597251,PVG,LIS,96,"168,834"
176-27958910,TPE,LIS,149,149
176-64514855,MAA,LIS,161,161
406-00382502,JFK,LIS,"385,55","385,55"
118-11387611,LAD,LIS,11,11
047-04182452,STL,LIS,196,196
235-15746813,TPE,LIS,100,100
227-50261794,SNZ,LIS,1312,1312
125-91953562,LHR,LIS,61,61
020-30794201,PVG,LIS,484,484
047-06672632,LAD,LIS,1343,1343
331-89646130,PDL,LIS,4,"5,87"
331-89646222,PDL,LIS,29,29
331-89646255,PDL,LIS,,"38,04"
331-98723855,PDL,LIS,,
331-89646270,PDL,LIS,"5,6","7,35"
331-98724021,FLW,LIS,,
331-89657982,HOR,LIS,,
331-82052736,TER,LIS,,
331-89845582,PDL,LIS,33,33
331-98724124,FLW,LIS,1,1
047-07721932,PDL,LIS,"1,2","1,2"
331-89845615,PDL,LIS,66,66
047-07721980,PDL,LIS,,
331-89845626,PDL,LIS,,"3,13"
047-07722050,PDL,LIS,,
331-89845674,PDL,LIS,16,"17,6"
331-89658085,HOR,LIS,,
331-89845722,PDL,LIS,6,"6,16"
331-98712504,PDL,LIS,,
331-89845755,PDL,LIS,4,4
331-89845766,PDL,LIS,17,17
331-82052876,TER,LIS,,
331-98709984,PDL,LIS,,
331-82052880,TER,LIS,,
331-89845825,PDL,LIS,"3,34","3,84"
331-89845792,PDL,LIS,1,"2,58"
331-89827636,TER,LIS,,
331-89827592,TER,LIS,,
331-89679741,SMA,LIS,,
331-98710301,PDL,LIS,,
331-89845884,PDL,LIS,70,70
331-89827673,TER,LIS,,
331-89845921,PDL,LIS,"9,5","9,5"
331-98702052,PDL,LIS,,
331-98710426,PDL,LIS,,
047-07723402,TER,LIS,,
331-88866971,SJZ,LIS,,
047-07723516,TER,LIS,,
331-98702203,HOR,LIS,,
331-89846061,PDL,LIS,80,80
